lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
3952	Results Group					Groeps resultaat																				Gruppo Risultati			dummy
3953	Results per page					Resultaten per pagina													Resultados por página							Risultati per pagina			dummy
3954	Results/Details					Resutaten/details																				Risultati/Dettagli			dummy
3955	Retinal Exam		Examen de Retina	Examen de Retina		Onderzoek van de Retina										Retinal Ujian	Εξέταση αμφιβληστροειδούς		Exame de Retinal	Exame da retina			Retina Muayenesi			Esame retinico			dummy
3956	Retracted Right:	Infällda Höger: 	Se retractó de la derecha:	Se retractó de la derecha:		Teruggetrokken rechts:										Retracted Kanan:	Συρρικνωμένο δεξιά:		Direito retratado:	Retraído Direita:		Infällda Höger: 	Sağa Çekilmiş:						dummy
3957	Return	Avkastning 	Volver	Volver		Geef waarde weer										Kembali	Επιστροφή 		Retorno	Retorno		Tilbage	İade						dummy
3958	Return above part with your payment		Retorne la parte superior con su pago	Retorne la parte superior con su pago		Suur bovenste gedeelte terug met uw betaling											Επιστρέψτε το ως άνω μέρος με την πληρωμή σας						Üstteki kısmı ödemenizle birlikte iade ediniz.						dummy
3959	Return to calendar		Retornar al calendario	Retornar al calendario		Terug naar kalender		Retour à l\'Agenda									Επιστροφή στο ημερολόγιο		Voltar ao calendário	Voltar à agenda		Tilbage til kalender	Takvime geri			Ritorna all\'agenda			dummy
3960	Return Value	Returvärde 	Valor Devuelto 	Valor Devuelto 		Resultaat										Kembali Nilai	Τιμή επιστροφής		Valor de retorno	Valor de retorno		Returvärde 	Geri Dönüş Değeri						dummy
3961	Return Visit	Återresa	Visita de Vuelta 	Visita de Vuelta 		Tegenbezoek										Kembali Kunjungi	Επίσκεψη παρακολούθησης		Visita de retorno	Visite Retorno		Återresa	İade -i ziyaret						dummy
3962	Returned to Play		Volvió a jugar	Volvió a jugar		Terug om te spelen										Kembali ke Putar	Επέστρεψε στο Play		Devolvido para Jogar	Voltou a jogar			Oynamak için Döndürüldü			Ritornato a giocare			dummy
3963	Review of PMH:		Examen de PMH: 	Examen de PMH: 		Herziening van de PMH:										Tinjauan PMH:	Ανασκόπηση παλαιού ιστορικού:		Revisão de PMH:	Revisão do PMH			Öz geçmişi:						dummy
3964	Review Of Systems		Revisión de los sistemas	Revisión de los sistemas		Alg. syst. onderzoek											Ανασκόπηση συστημάτων 		Revisão de Sistemas	Revisão dos sistemas			Sistemlerin Gözden Geçirilmesi			Rassegna dei Sistemi			dummy
3965	Review of Systems Checks	Översyn av System Kontroller 	Revisión de los cheques de sistemas 	Revisión de los cheques de sistemas 		Check Medische. afw.										Tinjauan Sistem Cek	Ανασκόπηση ελέγχων συστημάτων		Lista de Revisão de Sistemas	Antecedentes Pessoais		Översyn av System Kontroller 	Sistem Kontrollerinin Gözden Geçirilmesi			Rassegna dei Sistemi Caselle			dummy
3966	Reviewed		Revisado	Revisado		Doorgenomen											Ανασκοπήθηκε		Revisto				Gözden geçirildi			Rivisto			dummy
3967	Revision	Revision 	Revisión 	Revisión 		Revisie										Revisi	Αναθεώρηση 		Revisão	Revisão		Revision 	Revizyon			Revisione			dummy
3968	Rheumatoid Arthritis					RHeumatoide Artritis		Polyarthrite rhumatoïde																		Artrite reumatoide			dummy
3969	Rheumotoid Arthritis		Artritis de Rheumotoid 	Artritis de Rheumotoid 		Rheumatoide Artritis		Polyarthrite rhumatoïde								Rheumotoid Radang Sendi	Ρευματοειδής αρθρίτιδα		Artrite de Rheumotoid	Rheumotoid Arthritis			Romatoid Artrit			Artrite reumatoide			dummy
3970	Right	Höger 	Derecho	Derecho		Recht		Droite								Kanan	Δεξιά 		Direito	Direito		Højre	Sağ			Destro(a)			dummy
3971	Right Ear	Höger öra	Oido Derecho	Oido Derecho		Rechteroor		Oreille Droite									Δεξί αυτί		Orelha Direita	Orelha Direita		Højre øre	Sağ Kulak			Orecchio destro			dummy
3972	right ear	höger öra 	oido derecho	oido derecho		rechteroor		oreille droite								telinga kanan	δεξί αυτί		orelha direita	orelha direita		højre øre	sağ kulak			orecchio destro			dummy
3973	Right:	Höger: 	Derecho:	Derecho:		Recht:		Droite:								Right:	Δεξιά:		Direito:	Direita:		Højre:	Sağ:			Destro(a):			dummy
3974	Ringing in Ears	Ringningar i öron	Zumbido en Oídos 	Zumbido en Oídos 		Fluittoon in oren		Acouphènes								Nada di Ears	Εμβοές στα αυτιά		Zumbidos nos ouvidos	Zumbidos nos ouvidos		Ringningar i öron	Kulaklarda çınlama			Ronzio alle orecchie			dummy
3975	Ringing In Ears	Tinitus	Sonido en Oídos 	Sonido en Oídos 		Fluittoon in oren		Acouphènes									Εμβοές στα αυτιά		Zumbidos nos ouvidos	Zumbidos nos ouvidos		Tinitus	Kulaklarda çınlama			Ronzio alle orecchie			dummy
3976	Risk Factors		Factores de Riesgo 	Factores de Riesgo 		Risicofactoren		Facteurs de risque								Faktor-faktor risiko	Παράγοντες κινδύνου 		Factores de risco	Fatores de Risco		Risikofaktorer	Risk Faktörleri			Fattori di rischio			dummy
3977	Risk Level		Nivel de Riesgo	Nivel de Riesgo		ingeschatte urgentie		Niveau de risque								Tingkat risiko	Επίπεδο κινδύνου 		Nível de risco	Nível de Risco			Risk Düzeyi			Livello di rischio			dummy
3978	RLL:		RLL:	RLL:		RLL:										RLL:	Δεξιός κάτω λοβός:		RLL:	RLL:			Sağ Alt Lob						dummy
3979	ROM		ROM	ROM		ROM										ROM	Κίνδυνος θνητότητας		ROM	ROM			Mortalite Riski			ROM			dummy
3980	Roster		Lista	Lista		Rooster										Roster	Μητρώο 		Lista	Plantel			Liste			Rosa (giocatori)			dummy
3981	Route	Rutt 	Ruta	Ruta		Route										Rute	Διαδρομή		Via	Rota		Rutt 	Yol			Via			dummy
3982	Route of administration, if applicable		Ruta de administracion si aplicable	Ruta de administracion si aplicable		Weg van toediening, indien toepasbaar											Οδός χορήγησης, αν ισχύει		Via de administração, se aplicável				Uygulama yolu, varsa			Via di somministrazione (se applicabile)			dummy
3983	Routed		Encaminado	Encaminado		Gestuurd via											Δρομολογήθηκε						Yönlendirilmiş						dummy
3984	Rows	Rader 	Filas	Filas		Kolommen		Lignes								Baris	Σειρές 		Linhas	Filas		Rader 	Satırlar			Righe			dummy
3985	RRR without MOR		RRR sin MOR 	RRR sin MOR 		RRR zonder MOR										RRR tanpa Mor	Σχετικός κίνδυνος χωρίς Ιατρική αναφορά 		RRR sem MOR	RRR sem MOR			Risksiz Tıbbi Referans						dummy
3986	Rub:	Massera: 	Frotar	Frotar		Inwrijven:										Menggilap:	Εντριβή: 		Esfrega:	Rub:		Massera: 	Friksiyon						dummy
3987	Rubs:	Gnuggar: 	Frotaciones: 	Frotaciones: 		Wrijft:										Rubs:	Εντριβές:		Esfregas:	Rubs:		Gnuggar: 	Friksiyonlar						dummy
3988	Rule					Vereisten		Règle					Правило									Regel				Regola			dummy
3989	Rule Add					Vereisten toevoegen		Ajouter règle					Добавить правило									Tilføj regel				Aggiungi regola			dummy
3990	Rule Detail					Detail van vereisten		Détail de règle					Детали правила													Dettaglio regola			dummy
3991	Rule Edit					Bewerken van vereisten		Modifier règle					Редактировать правило													Modifica regola			dummy
3992	Rule Set					Set van vereisten																							dummy
3993	Rules					Vereisten		Règles					Правила									Regler				Regole			dummy
3994	Rules Configuration					Configuratie van vereisten							Настройка правил													Configurazione regole			dummy
3995	Running Command: 	Kör kommando: 	Comando Corriente:	Comando Corriente:		Opdracht uitvoeren:							Выполняемая команда:			Menjalankan Perintah:	Τρέχουσα εντολή:		Comando corrente:	Comando de duração:		Kör kommando: 	Çalışan Komut			Comando in esecuzione:			dummy
3996	Rupture		ruptura	ruptura		Gescheurd										Perpecahan	Ρήξη 		Ruptura	Ruptura			Rüptür						dummy
3997	Russian		Ruso	Ruso		Russisch		Russe					Русский			Russian	Ρωσικά 		Russo	Russo			Rusça			Russo			dummy
3998	Rx	Recept	Rx	Rx		Rx										Rx	Θεραπεία		Rx	Rx		Recept	Rx			Rx			dummy
3999	RX	Recept	RX	RX		Rx										RX	Φάρμακα		RX	RX		Recept	RX			RX			dummy
4000	RxNorm					RxNorm																							dummy
4001	RxNorm Database					Database voor RxNorm																							dummy
4002	S	K	S	S		S							С			S			S	S		K	CP						dummy
4003	S.S.	Personnr	S.S.	S.S.		ID-NA							ИНН			S.S.	ΑΜΚΑ		N. Utente	CPF		Personnr	SGK :	PESEL					dummy
4004	S3:		S3:	S3:		S3:										S3:	Τόνος S3		S3:	S3:			S3:						dummy
4005	S4:		S4:	S4:		S4:										S4:	Τόνος S3		S4:	S4:			S4:						dummy
4006	SA  *  * To read the license please read the docs/license.txt or visit  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= // 		SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /	SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /		SA * * Om de licentie te lezen, leest u het docs / license.txt of bezoek http://www.gnu.org/copyleft/gpl.html * * * / //============ ================================================== =========== / /										SA * * Untuk membaca lisensi baca docs / license.txt atau kunjungi http://www.gnu.org/copyleft/gpl.html * * * / //============ ================================================== =========== / /	ΠΑΡΑΠΟΜΠΗ * * Για να διαβάσετε την άδεια χρήσης, φορτώστε το αρχείο docs/license.txt ή επισκεφθείτε την ιστοσελίδα * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= // 		SÁ * * por favor ler a licença lida o docs/license.txt ou visita * http://www.gnu.org/copyleft/gpl.html * * / / / == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == = / /	SA * * Para ler a licença, por favor leia o docs / license.txt ou visite http://www.gnu.org/copyleft/gpl.html * * * / //============ ================================================== =========== / /			Öneri** Lisansı okumak için lütfen docs/license.txt dosyası okuyunuz veya * http://www.gnu.org/copyleft/gpl.html sayfasını ziyaret ediniz * */ //========================================================================= // 			SA * * Per leggere la licenza leggi docs/license.txt o visita * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //			dummy
4007	Sale					Verkoop											Πώληση		Venda			Salg	Satış						dummy
4008	Sales		Ventas	Ventas		Verkopen										Penjualan	Πωλήσεις 		Vendas	Vendas			Satışlar						dummy
4009	Sales by Item		Ventas por Partida 	Ventas por Partida 		Verkoop per item										Penjualan Item	Πωλήσεις ανά Τεμάχιο 		Vendas por Artigo	Vendas por Item			Kalem başına Satışlar						dummy
4010	Sales by Product Report		Informe de ventas por producto 	Informe de ventas por producto 		Verslag omzet per product										Penjualan Produk Lapor	Πωλήσεις ανά Αναφορά Προϊόντος		Vendas por Relatório de Produto	Relatório de vendas por produto			Ürün Raporuna göre Satışlar						dummy
4011	Saliva		Saliva	Saliva		Speeksel		Salive									Σίελος		Saliva			Spyt	Tükürük			Saliva			dummy
4012	Same Day	Samma dag	Mismo Día 	Mismo Día 		Zelfde dag										Hari sama	Ίδια Ημέρα 		Mesmo Dia	Mesmo dia		Samme dag	Aynı Gün						dummy
4013	Samoan					Samoan											Σαμόα		Samoano				Samoaca			Samoano			dummy
4014	Sample		Muestra	Muestra		Voorbeeld											Δείγμα 		Amostra	Amostra		Prøve	Örnek			Campione			dummy
4015	Sanction Type	Sanktions Typ 	Tipo de sanción 	Tipo de sanción 		Type sanctie										Jenis sanksi	Τύπος έγκρισης		Tipo de Sanção	Sanção Tipo		Sanktions Typ 	Yaptırım Tipi			Tipo sanzione			dummy
4016	Sat	Lördag 	Sabado	Sabado		Zat							Суб			Sabtu	Σάβ		Sáb	Sáb		Lørdag	Cts			Sab			dummy
4017	Sat &amp; Sun	Lördag & söndag 	Sabado y Domingo	Sabado y Domingo		Zat - Zon										Sabtu & Minggu	Σάβ & Κυρ 		Sáb &amp; Dom	Sáb & Dom		Lørdag og Søndag	Cts &amp; Paz			Sab &amp; Dom			dummy
4018	Saturday	Lördag 	Sabado	Sabado		Zaterdag		Samedi					Суббота			Sabtu	Σάββατο		Sábado	Sábado		Lørdag	Cumartesi			Sabato			dummy
4019	Save	Spara 	Guardar	Guardar		Bewaren		Sauvegarder					Сохранить			Simpan	Αποθήκευση		Guardar	Salvar		Gem	Kaydet			Salva			dummy
4020	SAVE							SAUVEGARDER					Сохранить									Gem				SALVA			dummy
4021	Save and Dispense	Spara och fördela	Guardar y Distribuir 	Guardar y Distribuir 		Save en Verstrek										Menyimpan dan mengeluarkan	Αποθήκευση και Διανομή		Guardar e dispensar	Salvar e Dispense		Gem og fordel	Kaydet ve Dağıt						dummy
4022	Save as New	Spara som ny 	Guradar como Nuevo	Guradar como Nuevo		Bewaren als nieuw							Сохранить как новое			Simpan sebagai Baru	Αποθήκευση ως νέο		Guardar como Nova	Salvar como nova		Gem som ny	Yeni olarak Kaydet			Salva come nuovo			dummy
4023	Save as new note		Guarda como nota nueva	Guarda como nota nueva		Bewaren als nieuwe notitie											Αποθήκευση ως νέα σημείωση		Guardar como nova nota			Gem som ny note	yeni not olarak kaydet			Salva come nuova nota			dummy
4024	Save Certificate Settings		Guardar configuración del certificado	Guardar configuración del certificado		Bewaar Certificaat settings											Αποθήκευση ρυθμίσεων Πιστοποιητικού		Guardar Definições de Certificado			Gem certifikatindstillinger	Sertifika Ayarlarını Kaydet			Salva le configurazioni del certificato			dummy
4025	Save Changes	Spara ändringar 	Guardar Cambios	Guardar Cambios		Bewaar wijzigingen		Sauvegarder changements					Сохранить изменения			Simpan Perubahan	Αποθήκευση Αλλαγών		Guardar Alterações	Salvar alterações		Gem ændringer	Kaydet			Salva i cambiamenti			dummy
4026	Save Form		Guardar Formulario 	Guardar Formulario 		Bewaar							Сохранить форму				Αποθήκευση Εντύπου		Guardar Formulário	Salvar Form		Gem form	Formu Kaydet			Salva il modulo			dummy
4027	Save Immunization	Spara vaccination	Guardar Inmunización	Guardar Inmunización		Bewaar										Simpan imunisasi	Αποθήκευση Ανοσοποίησης	Save Immunisation	Guardar Imunização	Salvar Vacinação		Spara vaccination	Bağışıklamayı Kaydet			Salva Immunizzazione			dummy
4028	Save New Field		Guardar Nuevo Campo	Guardar Nuevo Campo		Bewaar nieuw veld 							Сохранить новое поле				Αποθήκευση Νέου Πεδίου		Guardar Campo	Salvar Novo Campo		Gem nyt felt	Yeni Alanı Kaydet			Salva il nuovo campo			dummy
4029	Save New Group		Guardar Nuevo Grupo	Guardar Nuevo Grupo		Bewaar nieuwe groep											Αποθήκευση Νέας Ομάδας 		Guardar Grupo	Salvar Novo Grupo		Gem ny gruppe	Yeni Grubu Kaydet			Salva il nuovo gruppo			dummy
4030	Save New List		Guardar Nueva Lista	Guardar Nueva Lista		Bewaar nieuwe lijst							Сохранить новый лист*список				Αποθήκευση Νέου Καταλόγου		Guardar Lista	Salvar Lista		Gem ny liste	Yeni Liste Kaydet			Salva il nuovo elenco			dummy
4031	Save new template		Guardar la nueva plantilla 	Guardar la nueva plantilla 		Nieuw sjabloon bewaren											Αποθήκευση Νέας διάταξης		Guardar Modelo	Salvar novo modelo			Yeni kalıp kaydet			Salva il nuovo aspetto			dummy
4032	Save Patient Demographics		Guardar Demograficas de Paciente	Guardar Demograficas de Paciente		Bewaar pers. gegevens										Simpan Pasien Demografi	Αποθήκευση Δημογραφικών στοιχείων ασθενούς		Guardar Estatísticas do Utente	Salvar Informações do Paciente		Gem patientoplysninger	Hasta Demografik Bilgilerini Kaydet			Salva la demografica del paziente			dummy
4033	Save Successful for chart ID		Guardar Exitoso para el gráfico identificación	Guardar Exitoso para el gráfico identificación		Status-ID bewaard											Επιτυχής αποθήκευση για το αναγνωριστικό γραφήματος		Guardado com sucesso para o quadro de ID	Guarde bem sucedido para gráfico ID			Çizelge ID Kaydı Başarılı						dummy
4034	Save Transaction	Spara transaktionen	Guardar ITransacción	Guardar ITransacción		Transactie bewaren										Simpan Transaksi	Αποθήκευση Συναλλαγής		Guardar Operação	Salvar Operação		Gem transaktion	İşlemi Kaydet			Salva la transazione			dummy
4035	Scanned	Inskannade 	Escaneados 	Escaneados 		Gescand										Discan	Σαρωμένο		Digitalizado	Digitalizada		Scannet	Tarandı			Scansito			dummy
4036	Scanned Encounter Note		Encuentro de Nota Escaneada 	Encuentro de Nota Escaneada 		Gescande notitie dit bezoek										Discan Encounter Catatan	Σαρωμένη σημείωση επίσκεψης		Nota de Encontro digitalizada	Scanned Nota Encounter			Taranmış Görüşme Notu			Nota incontro scansita			dummy
4037	Scanner Directory					Directory van Scanner											Κατάλογος σαρωτή						Tarayıcı Dizini			Directory della scanner			dummy
4038	Scanner In		Escáner En	Escáner En		In de scanner										Dalam scanner	Σαρωτής σε		Escâner Em	Em Scanner		Scanner i	Tarayıcı giriş						dummy
4039	Schedule	Schema 	Horario	Horario		Schema										Jadwal	Πρόγραμμα		Horário	Cronograma		Skema 	Program						dummy
4040	Schedule Facilities:		Calendario de Facilidades	Calendario de Facilidades		Agenda voor Lokatie:											Πρόγραμμα Έδρας:		Agenda da Clínica:	Agenda da Clínica:			Program Kolaylıkları:						dummy
4041	SCHOOL NOTE		Nota Escolar	Nota Escolar		Briefje voor school										CATATAN SEKOLAH	ΣΗΜΕΙΩΣΗ ΣΧΟΛΕΙΟΥ		NOTA ESCOLAR	NOTA ESCOLA			OKUL NOTU			NOTE SCUOLA			dummy
4042	Scoliosis	Skolios 	Escoliosis 	Escoliosis 		Scoliose		Scoliose								Scoliosis	Σκολίωση 		Escoliose	Escoliose		Skolios 	Skolyoz			Scoliosi			dummy
4043	SE	SE 	SE	SE		SE										SE	Εργοδότης		SE	SE		SE 	İşveren 						dummy
4044	SE Address	SE Adress 	SE Dirección 	SE Dirección 		SE Adres										SE Alamat	Διεύθυνση Εργοδότη		SE Address	SE Endereço		SE Adresse	İşveren Adresi						dummy
4045	SE City	SE Stad	SE Ciudad	SE Ciudad		SE Stad										SE Kota	Πόλη Εργοδότη		Cidade de SE	SE Cidade		SE By	İşveren Semt						dummy
4046	SE Country	SE Land 	SE Pais	SE Pais		SE Land										SE Negara	Χώρα Εργοδότη		País de SE	SE País		SE Land 	İşveren Ülke						dummy
4047	SE Locality		SE Localidad 	SE Localidad 		SE Localiteit											Περιοχή Εργοδότη		Localidade de SE	SE Bairro			İşveren Yer						dummy
4048	SE Postal Code		SE Código Postal	SE Código Postal		SE Postcode											Τ.Κ. Εργοδότη		SE Código Postal	SE CEP		SE Postnummer	İşveren Posta Kodu						dummy
4049	SE State		SE Estado 	SE Estado 		SE Staat											Νομός Εργοδότη		SE State	SE Estado			İşveren Şehir						dummy
4050	SE Zip Code		SE Código Postal 	SE Código Postal 		SE Postcode											Τ.Κ. Εργοδότη	SE Pin Code	Cep de SE	SE CEP		SE Postnummer	İşveren Posta Kodu						dummy
4051	Search	Söka 	Búsqueda	Búsqueda		Zoeken		Chercher					Поиск			Mencari	Αναζήτηση		Procurar	Pesquisa		Søg	Ara 			Cerca			dummy
4052	search	söka 	búsqueda	búsqueda		zoeken		chercher					поиск			mencari	αναζήτηση		procurar	pesquisa		Søg	ara			cerca			dummy
4053	search again	Sök igen 	Búsqar Nuevamente	Búsqar Nuevamente		opnieuw zoeken		chercher de nouveau					искать снова			cari lagi	αναζήτησε πάλι		procurar novamente	busca novamente		Søg igen	tekrar ara			cerca di nuovo			dummy
4054	Search by:	Sök efter: 	Búscar por:	Búscar por:		Zoek op:		Chercher par:								Search by:	Αναζήτηση με βάση:		Procurar por:	Busca por:		Søg efter:	Arayan			Carca per:			dummy
4055	Search for					Zoek naar		Recherche de 									Αναζήτηση για		Procurar por			Søg efter:	Aranan			Cerca			dummy
4056	Search for:	Sök efter: 	Búscar para:	Búscar para:		Zoek naar:		Recherche de:								Mencari:	Αναζήτηση για:		Procurar por:	Busca por:		Søg efter:	Aranan			Cerca:			dummy
4057	Search in					Zoek in		Chercher dans														Søg i				Cerca in			dummy
4058	Search or Add Patient	Sök efter eller lägg till patient	Busque o Agregue al Paciente 	Busque o Agregue al Paciente 		Pt zoeken of toevoegen		Chercher ou Ajouter patient					Поиск или добавление пациента			Cari atau Tambah Pasien	Αναζήτηση ή προσθήκη ασθενούς		Procurar ou Criar Utente	Procurar ou Adicionar Paciente		Søg eller tilføj patient	Hasta Ara veya Ekle			Cerca o Aggiungi Paziente			dummy
4059	Search Payment					Zoek de betaling		Recherche Paiement									Αναζήτηση πληρωμής		Procurar Pagamento			Søg betaling	Ödemeyi Ara			Cerca pagamento			dummy
4060	Search Results:	Sökresultat:	Resultados de la Búsqueda: 	Resultados de la Búsqueda: 		Resultaten zoekactie:		Recherche Résultats:					Результаты поиска:			Hasil Pencarian:	Αποτελέσματα Αναζήτησης		Procurar Resultados:	Resultados da Pesquisa:		søgeresultater	Arama Sonuçları			Risultati della ricerca			dummy
4061	Search Selected		Busqueda seleccionada	Busqueda seleccionada		Zoeken geselecteerde		Recherche selectionnée									Αναζήτηση επιλέχθηκε		Procurar Seleccionados			Søgning valgt	Seçili Olanı Ara			Cerca i selezionati			dummy
4062	Search string does not match with list in database					Zoek opdracht correspondeert niet met lijst in DB											Η λέξη αναζήτησης δεν ταιριάζει με τη λίστα στη βάση δεδομένων		O termo de procura não tem correspondência na base de dados				Arama dizesi veritabanında bulunamadı			La stringa ricercata non corrisponde con l\'elenco nel database			dummy
4063	Search string should have at least three characters					Zokeopdrachtmoet minstens drie karakters hebben											Η λέξη αναζήτησης πρέπει να έχει τουλάχιστον 3 χαρακτήρες		Termo de procura deve ter pelo menos três carateres				Arama dizesinde en az 3 karakter olmalı			La stringa ricercata dovrebbe avere almeno tre caratteri			dummy
4064	Search Text					Zoek tekst							Искать Текст									Søg tekst				Cerca testo			dummy
4065	Search the Events	Sök i Evenemang 	Búsqueda de eventos	Búsqueda de eventos		Gebeurtenissen zoeken										Cari Event	Αναζήτηση στα Γεγονότα		Procurar Eventos	Pesquisa de Eventos		Søg i begivenheder	Olayları Ara			Cerca gli eventi			dummy
4066	Search/Add		Buscar/añadir	Buscar/añadir		Zoek/Toevoegen		Chercher/Ajouter					Поиск/Добавит				Αναζήτηση/ Προσθήκη		Procurar/Criar			Søg/Tilføj	Ara/Ekle			Cerca/Aggiungi			dummy
4067	Search/Add Insurer	Sök / Lägg till försäkringsgivaren 	Buscar / Añadir Asegurador 	Buscar / Añadir Asegurador 		Verzekeraar zoeken/toevoegen										Cari / Tambahkan asuransi	Αναζήτηση/ Προσθήκη Ασφαλιστή		Procurar/Criar Entidade	Buscar / Adicionar Seguradora		Sök / Lägg till försäkringsgivaren 	Sigortacı Ara/Ekle			Cerca/Aggiungi Assicuratore			dummy
4068	Searching for appointments		Buscando las citas	Buscando las citas		Zoeken naar afspraken											Αναζήτηση για ραντεβού		A procurar marcações	Procurando nomeações		Søg efter aftaler	Randevular aranıyor			Cerca appuntamenti			dummy
4069	Searching...		Buscando	Buscando		Zoeken.....		Recherche...					Поиск...				Αναζήτηση...		A procurar...	Pesquisando ...		Søger...	Aranıyor			Ricerca in corso...			dummy
4070	Seatbelt use		Uso de cinturón de seguridad 	Uso de cinturón de seguridad 		Gebruik veiligheidsgordel											Χρήση ζώνης ασφαλείας 		Uso de cinto de segurança	Uso do cinto			Emniyet kemeri kullanımı			Uso delle cinture di sicurezza			dummy
4071	Seatbelt Use	Bilbältesanvändning 	Uso de cinturón de seguridad 	Uso de cinturón de seguridad 		Gebruik veiligheidsgordel										Gunakan Seatbelt	Χρήση Ζώνης Ασφαλείας		Uso de cinto de segurança	Use cinto de segurança		Bilbältesanvändning 	Emniyet kemeri kullanımı			Uso delle Cinture di sicurezza			dummy
4072	Second	Andra 	Segundo	Segundo		Tweede										Kedua	Δεύτερο		Segundo	Segunda		Anden	İkinci			Secondo			dummy
4073	Secondary	Sekundär 	Secundaria	Secundaria		Secundair										Sekunder	Δευτερεύουσα		Secundário	Segundo		Sekundær	İkincil			Secondario(a)			dummy
4074	Secondary Insurance	Sekundär Försäkring 	Seguro Secundario 	Seguro Secundario 		Tweede verzekering										Sekunder Asuransi	Δευτερέυουσα Ασφάλιση		Seguro secundário	Segundo Convênio		Sekundär Försäkring 	İkinci Sigorta			Assicurazione secondaria			dummy
4075	Secondary Insurance Data	Sekundär Försäkrings Data 	Datos de Seguro Secundario 	Datos de Seguro Secundario 		Tweede verzekeringsgegevens										Data sekunder Asuransi	Δεδομένα Δευτερεύουσας Ασφάλισης		Dados de Seguro secundários	Dados do Segundo Convênio		Sekundär Försäkrings Data 	İkinci Sigorta Verileri			Data assicurazione secondaria			dummy
4076	Secondary Insurance Provider		Proveedor de Seguro Secundario 	Proveedor de Seguro Secundario 		Tweede verzekeraar										Sekunder Asuransi Provider	Πάροχος Δευτερεύουσας Ασφάλισης		Provedor de Seguro secundário	Segundo Convênio			İkinci Sigorta Sağlayıcı			Fornitore assicurazione secondaria			dummy
4077	Security					Veiligheid							Безопастность				Ασφάλεια		Segurança			Sikkerhed	Güvenlik			Sicurezza			dummy
4078	See All	Se Alla	Ver Todo	Ver Todo		Bekijk alles		Voir Tout					Показать все			Lihat Semua	Προβολή Όλων		Ver Tudo	Todos Médicos		Se alle	Hepsini Gör			Vedi tutto			dummy
4079	See Authorizations	Se Auktoriseringar	Ver Autorizaciones	Ver Autorizaciones		Bekijk machtigingen										Lihat kewenangan	Δείτε τις εξουσιοδοτήσεις	See Authorisations	Ver Autorizações	Veja Autorizações		Se autorisationer	Yetkilendirmeleri Gör			Vedi autorizzazioni			dummy
4080	See Growth-Chart		Véase el Gráfico de Crecimiento	Véase el Gráfico de Crecimiento		Bekijk Groeicurve		Voir Courbe de croissance									Δείτε τις καπύλες ανάπτυξης		Ver Quador-Crescimento	Veja Growth-chart			Büyüme Çizelgesini Gör			Vedi Tabulato-Crescita			dummy
4081	See messages from the last set of generated claims		Ver los mensajes de la última serie de reclamaciones generan 	Ver los mensajes de la última serie de reclamaciones generan 		Bekijk bericht over recentst aangemaakte rekeningen											Δείτε τα μηνύματα από το τελευταίο σύνολο των δημιουργημένων απαιτήσεων		Veja mensagens do último fixado de reivindicações geradas	Veja mensagens do último conjunto de créditos gerados			Oluşturulmuş son alacak listesinin mesajlarını gör						dummy
4082	Seen since	Sett sedan	Visto desde	Visto desde		Vorige bezoek										Terlihat sejak	Προβολή από		Visto desde então	Atividade desde		Set siden	Son görülme 			Visto dal			dummy
4083	Seizures		Convulsiones 	Convulsiones 		Aanvallen		Crises d\'épilepsie									Επιληπτικές κρίσεις		Ataques apopléticos	Apreensões			Konvülsiyonlar			Convulsioni			dummy
4084	Sel		Seleción	Seleción		Sel										Sel	Επιλ		Sel	Sel			Seç						dummy
4085	Select	Välj 	Seleción	Seleción		Selecteren		Sélectionner					Выбрать			Pilih	Επιλογή		Seleccionar	Selecione		Vælg	Seçiniz			Seleziona			dummy
4086	select					selecteren		sélectionner					выбрать				επιλέξτε		seleccionar			Vælg	Seçiniz			seleziona			dummy
4087	Select a Context					Selecteer contekst																Vælg en sammenhæng				Seleziona un Contesto			dummy
4088	Select a User					Selecteer User		Sélectionner un Utilisateur					Выберите пользователя									Vælg en bruger				Seleziona un Utente			dummy
4089	Select All	Välj Alla 	Seleccionar Todo 	Seleccionar Todo 		Kies allemaal		Tout Sélectionner					Выбрать все			Pilih Semua	Επιλογή Όλων		Seleccionar Tudo	Selecionar Tudo		Vælg alle	Hepsini Seçiniz			Selziona Tutto			dummy
4090	Select CAMOS Entries for Printing		Elegir entrads CAMOS para impresión	Elegir entrads CAMOS para impresión		Selecteer CAMOS keuzes om te printen											Επιλέξτε πεδία του CAMOS για εκτύπωση						Yazdırmak İçin CAMOS Girdilerini Seçiniz						dummy
4091	Select category					Selecteer categorie		Sélectionner catégorie														Vælg kategori				Seleziona una categoria			dummy
